0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,"psia, and 130 – 156 s space time, regenerating the monolithic catalyst with N2 at 140 - 270oC",,,,,,,,,,,,,,
overnight.,,,,,,,,,,,,,,,
R,,,Total,,,,,,,,,,,,
un #,Temp.,Press.,Flow,Space,,,,"Feed Composition, v%",,,,conversion,,"COS, ppm",
,,,,,,,,,,,,,,Blank,Reaction
,,,"Rate,",,,,,,,,,,Cylinder,Product,Product
,oC,psia,SCCM,"Time, s",H2S,SO2,CO,H2,H2O,CO2,N2,H2S,Feed,Mixture,Mixture
283,130,118.7,120,141,0.36,0.18,32.02,20.26,10.01,9.07,28.11,-0.0400,10,75,88
284,130,118.7,120,141,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.1223,22,68,103
285,130,120.7,120,143,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8095,13,76,47
286,130,120.7,120,143,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8066,8,69,108
287,130,117.7,120,140,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8103,11,89,105
288,130,120.7,120,143,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8599,9,94,105
289,130,122.7,120,145,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.7929,9,112,116
290,130,121.7,120,144,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8034,10,110,108
291,130,120.7,120,143,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8168,10,104,130
292,125,119.7,120,144,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.7797,11,98,94
293,125,120.7,120,145,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.7635,10,106,104
294,125,121.7,120,146,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.7152,10,108,112
295,125,118.7,120,142,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.7455,10,108,107
296,125,120.7,120,145,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.7171,10,107,111
297,125,120.7,120,145,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.7171,11,120,117
298,120,120.7,120,147,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.6390,10,115,125
299,120,118.7,120,144,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.5667,11,101,107
300,120,120.7,120,147,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.4911,11,26,63
301,120,119.7,120,146,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.4098,11,29,68
302,120,118.7,120,144,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.5135,11,43,89
303,120,120.7,120,147,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.3223,12,86,93
304,120,120.7,120,147,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.1760,12,93,106
305,120,122.7,120,149,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.2094,11,86,114
306,125,122.7,120,147,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.1639,12,133,121
307,130,121.7,120,144,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.1398,12,124,129
308,140,120.7,120,140,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.1607,13,119,130
309,140,118.7,120,137,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8925,12,125,119
310,140,119.7,120,138,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8552,12,122,109
311,140,118.7,120,137,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8332,12,118,112
312,140,120.7,120,140,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.8075,13,115,111
313,140,117.7,120,136,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.4480,12,115,108
314,120,117.7,120,143,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.7617,12,74,88
315,120,120.7,120,147,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.6981,13,61,99
316,120,119.7,120,146,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.5888,13,77,101
317,120,118.7,120,144,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.5506,13,96,5
318,120,119.7,120,146,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.4650,13,75,113
319,120,117.7,120,143,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.6981,13,65,104
320,140,116.7,120,135,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.4799,14,128,118
321,140,118.7,120,137,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.4297,14,138,130
322,140,118.7,120,137,0.36,0.18,32.02,20.26,10.00,9.07,28.11,0.3554,13,120,103
